# t     n_CO      n_C      n_O       n_solidC    n_Mg      	n_Si      n_SiO    n_Mg2SiO4  n_H    ncritical_Cg     ncritical_Sig
15450312.90894 36869098.65796 4.44763 94356.01139 4689967.95830 37.65924 0.02029 84725.27498 86337.61061 392197758415.84161 2.00000 2.00000 
15451312.90894 36859565.94582 4.44651 94331.61492 4688755.34086 37.64893 0.02028 84703.36850 86315.28782 392197758415.84161 2.00000 2.00000 
15452312.90894 36850033.85357 4.44539 94307.22004 4687542.80228 37.63863 0.02028 84681.46345 86292.96648 392197758415.84161 2.00000 2.00000 
15453312.90894 36840509.64361 4.44427 94282.84532 4686331.26637 37.62833 0.02027 84659.57651 86270.66360 392197758415.84161 2.00000 2.00000 
15454312.90894 36830985.43364 4.44315 94258.47061 4685119.73046 37.61804 0.02027 84637.68957 86248.36072 392197758415.84161 2.00000 2.00000 
15455312.90894 36821461.22368 4.44203 94234.09590 4683908.19456 37.60774 0.02026 84615.80263 86226.05784 392197758415.84161 2.00000 2.00000 
15456312.90894 36811937.01372 4.44091 94209.72118 4682696.65865 37.59745 0.02026 84593.91569 86203.75496 392197758415.84161 2.00000 2.00000 
15457312.90894 36802412.80376 4.43979 94185.34647 4681485.12274 37.58715 0.02025 84572.02875 86181.45208 392197758415.84161 2.00000 2.00000 
15458312.90894 36792888.59380 4.43867 94160.97176 4680273.58683 37.57686 0.02025 84550.14181 86159.14920 392197758415.84161 2.00000 2.00000 
15459312.90894 36783364.38384 4.43755 94136.59705 4679062.05092 37.56657 0.02024 84528.25487 86136.84632 392197758415.84161 2.00000 2.00000 
15460312.90894 36773840.17388 4.43643 94112.22234 4677850.51501 37.55628 0.02024 84506.36794 86114.54344 392197758415.84161 2.00000 2.00000 
15461312.90894 36764315.96392 4.43531 94087.84762 4676638.97911 37.54598 0.02023 84484.48100 86092.24056 392197758415.84161 2.00000 2.00000 
15462312.90894 36754791.75396 4.43419 94063.47291 4675427.44320 37.53569 0.02023 84462.59406 86069.93768 392197758415.84161 2.00000 2.00000 
15463312.90894 36745267.54400 4.43307 94039.09820 4674215.90729 37.52540 0.02022 84440.70712 86047.63479 392197758415.84161 2.00000 2.00000 
15464312.90894 36735743.33403 4.43195 94014.72349 4673004.37138 37.51511 0.02022 84418.82018 86025.33191 392197758415.84161 2.00000 2.00000 
15465312.90894 36726219.12407 4.43083 93990.34878 4671792.83547 37.50482 0.02021 84396.93325 86003.02903 392197758415.84161 2.00000 2.00000 
15466312.90894 36716699.52484 4.42972 93965.98587 4670581.88607 37.49454 0.02020 84375.05690 85980.73694 392197758415.84161 2.00000 2.00000 
15467312.90894 36707183.71467 4.42860 93941.63265 4669371.41867 37.48426 0.02020 84353.18927 85958.45373 392197758415.84161 2.00000 2.00000 
15468312.90894 36697667.90451 4.42748 93917.27944 4668160.95126 37.47398 0.02019 84331.32164 85936.17052 392197758415.84161 2.00000 2.00000 
15469312.90894 36688152.09434 4.42636 93892.92623 4666950.48386 37.46370 0.02019 84309.45400 85913.88730 392197758415.84161 2.00000 2.00000 
15470312.90894 36678636.28418 4.42524 93868.57301 4665740.01645 37.45342 0.02018 84287.58637 85891.60409 392197758415.84161 2.00000 2.00000 
15471312.90894 36669120.47401 4.42412 93844.21980 4664529.54905 37.44314 0.02018 84265.71874 85869.32088 392197758415.84161 2.00000 2.00000 
15472312.90894 36659604.66385 4.42300 93819.86659 4663319.08164 37.43286 0.02017 84243.85110 85847.03766 392197758415.84161 2.00000 2.00000 
15473312.90894 36650088.85368 4.42188 93795.51337 4662108.61424 37.42258 0.02017 84221.98347 85824.75445 392197758415.84161 2.00000 2.00000 
15474312.90894 36640573.04352 4.42077 93771.16016 4660898.14683 37.41230 0.02016 84200.11584 85802.47124 392197758415.84161 2.00000 2.00000 
15475312.90894 36631057.23335 4.41965 93746.80695 4659687.67943 37.40203 0.02016 84178.24820 85780.18802 392197758415.84161 2.00000 2.00000 
15476312.90894 36621541.42319 4.41853 93722.45374 4658477.21202 37.39175 0.02015 84156.38057 85757.90481 392197758415.84161 2.00000 2.00000 
15477312.90894 36612025.61302 4.41741 93698.10052 4657266.74462 37.38148 0.02015 84134.51294 85735.62159 392197758415.84161 2.00000 2.00000 
15478312.90894 36602509.80286 4.41629 93673.74731 4656056.27721 37.37120 0.02014 84112.64531 85713.33838 392197758415.84161 2.00000 2.00000 
