# t     n_CO      n_C      n_O       n_solidC    n_Mg      	n_Si      n_SiO    n_Mg2SiO4  n_H    ncritical_Cg     ncritical_Sig
20863497.96753 1094348.01545 0.25054 8635059.39030 41.03543 0.00000 0.00007 18008.04450 27038.53834 3921977584158.41602 2.00000 2.00000 
20864497.96753 1094148.26452 0.25050 8633483.23620 41.02794 0.00000 0.00007 18004.75750 27033.60301 3921977584158.41602 2.00000 2.00000 
20865497.96753 1093948.51359 0.25045 8631907.08209 41.02045 0.00000 0.00007 18001.47050 27028.66768 3921977584158.41602 2.00000 2.00000 
20866497.96753 1093748.76266 0.25040 8630330.92798 41.01296 0.00000 0.00007 17998.18350 27023.73234 3921977584158.41602 2.00000 2.00000 
20867497.96753 1093549.01174 0.25036 8628754.77388 41.00547 0.00000 0.00007 17994.89650 27018.79701 3921977584158.41602 2.00000 2.00000 
20868497.96753 1093349.26081 0.25031 8627178.61977 40.99798 0.00000 0.00007 17991.60950 27013.86167 3921977584158.41602 2.00000 2.00000 
20869497.96753 1093149.50988 0.25027 8625602.46566 40.99049 0.00000 0.00007 17988.32249 27008.92634 3921977584158.41602 2.00000 2.00000 
20870497.96753 1092949.75896 0.25022 8624026.31156 40.98300 0.00000 0.00007 17985.03549 27003.99101 3921977584158.41602 2.00000 2.00000 
20871497.96753 1092750.00803 0.25018 8622450.15745 40.97551 0.00000 0.00007 17981.74849 26999.05567 3921977584158.41602 2.00000 2.00000 
20872497.96753 1092550.25710 0.25013 8620874.00334 40.96802 0.00000 0.00007 17978.46149 26994.12034 3921977584158.41602 2.00000 2.00000 
20873497.96753 1092350.50617 0.25008 8619297.84924 40.96053 0.00000 0.00007 17975.17449 26989.18500 3921977584158.41602 2.00000 2.00000 
20874497.96753 1092150.75525 0.25004 8617721.69513 40.95304 0.00000 0.00007 17971.88749 26984.24967 3921977584158.41602 2.00000 2.00000 
20875497.96753 1091951.00432 0.24999 8616145.54102 40.94555 0.00000 0.00007 17968.60049 26979.31434 3921977584158.41602 2.00000 2.00000 
20876497.96753 1091751.25339 0.24995 8614569.38692 40.93806 0.00000 0.00007 17965.31348 26974.37900 3921977584158.41602 2.00000 2.00000 
20877497.96753 1091551.50247 0.24990 8612993.23281 40.93057 0.00000 0.00007 17962.02648 26969.44367 3921977584158.41602 2.00000 2.00000 
20878497.96753 1091351.83584 0.24986 8611417.74387 40.92308 0.00000 0.00007 17958.74087 26964.51042 3921977584158.41602 2.00000 2.00000 
20879497.96753 1091152.25981 0.24981 8609842.96985 40.91560 0.00000 0.00007 17955.45674 26959.57940 3921977584158.41602 2.00000 2.00000 
20880497.96753 1090952.68379 0.24977 8608268.19584 40.90811 0.00000 0.00007 17952.17262 26954.64839 3921977584158.41602 2.00000 2.00000 
20881497.96753 1090753.10777 0.24972 8606693.42183 40.90063 0.00000 0.00007 17948.88850 26949.71738 3921977584158.41602 2.00000 2.00000 
20882497.96753 1090553.53174 0.24967 8605118.64782 40.89315 0.00000 0.00007 17945.60437 26944.78636 3921977584158.41602 2.00000 2.00000 
20883497.96753 1090353.95572 0.24963 8603543.87381 40.88566 0.00000 0.00007 17942.32025 26939.85535 3921977584158.41602 2.00000 2.00000 
20884497.96753 1090154.37969 0.24958 8601969.09979 40.87818 0.00000 0.00007 17939.03613 26934.92434 3921977584158.41602 2.00000 2.00000 
20885497.96753 1089954.80367 0.24954 8600394.32578 40.87069 0.00000 0.00007 17935.75200 26929.99333 3921977584158.41602 2.00000 2.00000 
20886497.96753 1089755.22765 0.24949 8598819.55177 40.86321 0.00000 0.00007 17932.46788 26925.06231 3921977584158.41602 2.00000 2.00000 
20887497.96753 1089555.65162 0.24945 8597244.77776 40.85573 0.00000 0.00007 17929.18376 26920.13130 3921977584158.41602 2.00000 2.00000 
20888497.96753 1089356.07560 0.24940 8595670.00375 40.84824 0.00000 0.00007 17925.89963 26915.20029 3921977584158.41602 2.00000 2.00000 
20889497.96753 1089156.49958 0.24936 8594095.22973 40.84076 0.00000 0.00007 17922.61551 26910.26928 3921977584158.41602 2.00000 2.00000 
20890497.96753 1088956.92355 0.24931 8592520.45572 40.83328 0.00000 0.00007 17919.33139 26905.33826 3921977584158.41602 2.00000 2.00000 
20891497.96753 1088757.34753 0.24926 8590945.68171 40.82579 0.00000 0.00007 17916.04726 26900.40725 3921977584158.41602 2.00000 2.00000 
20892497.96753 1088557.77151 0.24922 8589370.90770 40.81831 0.00000 0.00007 17912.76314 26895.47624 3921977584158.41602 2.00000 2.00000 
20893497.96753 1088358.19548 0.24917 8587796.13368 40.81083 0.00000 0.00007 17909.47902 26890.54523 3921977584158.41602 2.00000 2.00000 
20894497.96753 1088158.61946 0.24913 8586221.35967 40.80334 0.00000 0.00007 17906.19489 26885.61421 3921977584158.41602 2.00000 2.00000 
20895497.96753 1087959.04344 0.24908 8584646.58566 40.79586 0.00000 0.00007 17902.91077 26880.68320 3921977584158.41602 2.00000 2.00000 
20896497.96753 1087759.50390 0.24904 8583072.09954 40.78838 0.00000 0.00007 17899.62725 26875.75309 3921977584158.41602 2.00000 2.00000 
20897497.96753 1087560.10247 0.24899 8581498.70321 40.78090 0.00000 0.00007 17896.34600 26870.82639 3921977584158.41602 2.00000 2.00000 
20898497.96753 1087360.70105 0.24895 8579925.30687 40.77342 0.00000 0.00007 17893.06475 26865.89969 3921977584158.41602 2.00000 2.00000 
20899497.96753 1087161.29962 0.24890 8578351.91054 40.76595 0.00000 0.00007 17889.78350 26860.97299 3921977584158.41602 2.00000 2.00000 
20900497.96753 1086961.89819 0.24885 8576778.51421 40.75847 0.00000 0.00007 17886.50225 26856.04629 3921977584158.41602 2.00000 2.00000 
20901497.96753 1086762.49677 0.24881 8575205.11788 40.75099 0.00000 0.00007 17883.22100 26851.11959 3921977584158.41602 2.00000 2.00000 
20902497.96753 1086563.09534 0.24876 8573631.72154 40.74351 0.00000 0.00007 17879.93975 26846.19290 3921977584158.41602 2.00000 2.00000 
20903497.96753 1086363.69392 0.24872 8572058.32521 40.73604 0.00000 0.00007 17876.65850 26841.26620 3921977584158.41602 2.00000 2.00000 
20904497.96753 1086164.29249 0.24867 8570484.92888 40.72856 0.00000 0.00007 17873.37725 26836.33950 3921977584158.41602 2.00000 2.00000 
20905497.96753 1085964.89106 0.24863 8568911.53255 40.72108 0.00000 0.00007 17870.09599 26831.41280 3921977584158.41602 2.00000 2.00000 
20906497.96753 1085765.48964 0.24858 8567338.13622 40.71361 0.00000 0.00007 17866.81474 26826.48610 3921977584158.41602 2.00000 2.00000 
20907497.96753 1085566.08821 0.24854 8565764.73988 40.70613 0.00000 0.00007 17863.53349 26821.55940 3921977584158.41602 2.00000 2.00000 
20908497.96753 1085366.68679 0.24849 8564191.34355 40.69865 0.00000 0.00007 17860.25224 26816.63270 3921977584158.41602 2.00000 2.00000 
20909497.96753 1085167.28536 0.24844 8562617.94722 40.69117 0.00000 0.00007 17856.97099 26811.70600 3921977584158.41602 2.00000 2.00000 
20910497.96753 1084967.88394 0.24840 8561044.55089 40.68370 0.00000 0.00007 17853.68974 26806.77930 3921977584158.41602 2.00000 2.00000 
20911497.96753 1084768.48251 0.24835 8559471.15455 40.67622 0.00000 0.00007 17850.40849 26801.85261 3921977584158.41602 2.00000 2.00000 
20912497.96753 1084569.08108 0.24831 8557897.75822 40.66874 0.00000 0.00007 17847.12724 26796.92591 3921977584158.41602 2.00000 2.00000 
20913497.96753 1084369.67966 0.24826 8556324.36189 40.66127 0.00000 0.00007 17843.84599 26791.99921 3921977584158.41602 2.00000 2.00000 
20914497.96753 1084170.27823 0.24822 8554750.96556 40.65379 0.00000 0.00007 17840.56474 26787.07251 3921977584158.41602 2.00000 2.00000 
20915497.96753 1084100.10980 0.24820 8554197.29472 40.65116 0.00000 0.00007 17839.41009 26785.33883 3921977584158.41602 2.00000 2.00000 
20916497.96753 1084041.18398 0.24819 8553732.33479 40.64895 0.00000 0.00007 17838.44043 26783.88292 3921977584158.41602 2.00000 2.00000 
20917497.96753 1083982.25815 0.24817 8553267.37486 40.64674 0.00000 0.00007 17837.47078 26782.42701 3921977584158.41602 2.00000 2.00000 
20918497.96753 1083923.33233 0.24816 8552802.41493 40.64453 0.00000 0.00007 17836.50112 26780.97111 3921977584158.41602 2.00000 2.00000 
20919497.96753 1083864.40651 0.24815 8552337.45500 40.64232 0.00000 0.00007 17835.53147 26779.51520 3921977584158.41602 2.00000 2.00000 
20920497.96753 1083805.48069 0.24813 8551872.49506 40.64011 0.00000 0.00007 17834.56182 26778.05930 3921977584158.41602 2.00000 2.00000 
20921497.96753 1083746.55486 0.24812 8551407.53513 40.63790 0.00000 0.00007 17833.59216 26776.60339 3921977584158.41602 2.00000 2.00000 
20922497.96753 1083687.62904 0.24811 8550942.57520 40.63569 0.00000 0.00007 17832.62251 26775.14748 3921977584158.41602 2.00000 2.00000 
20923497.96753 1083628.70322 0.24809 8550477.61527 40.63348 0.00000 0.00007 17831.65285 26773.69158 3921977584158.41602 2.00000 2.00000 
20924497.96753 1083569.77739 0.24808 8550012.65534 40.63127 0.00000 0.00007 17830.68320 26772.23567 3921977584158.41602 2.00000 2.00000 
20925497.96753 1083510.85157 0.24807 8549547.69540 40.62906 0.00000 0.00007 17829.71355 26770.77976 3921977584158.41602 2.00000 2.00000 
20926497.96753 1083451.92575 0.24805 8549082.73547 40.62685 0.00000 0.00007 17828.74389 26769.32386 3921977584158.41602 2.00000 2.00000 
20927497.96753 1083392.99992 0.24804 8548617.77554 40.62464 0.00000 0.00007 17827.77424 26767.86795 3921977584158.41602 2.00000 2.00000 
20928497.96753 1083334.07410 0.24803 8548152.81561 40.62243 0.00000 0.00007 17826.80458 26766.41205 3921977584158.41602 2.00000 2.00000 
20929497.96753 1083275.14828 0.24801 8547687.85568 40.62022 0.00000 0.00007 17825.83493 26764.95614 3921977584158.41602 2.00000 2.00000 
20930497.96753 1083216.22246 0.24800 8547222.89574 40.61801 0.00000 0.00007 17824.86528 26763.50023 3921977584158.41602 2.00000 2.00000 
20931497.96753 1083157.29663 0.24799 8546757.93581 40.61581 0.00000 0.00007 17823.89562 26762.04433 3921977584158.41602 2.00000 2.00000 
20932497.96753 1083098.37081 0.24797 8546292.97588 40.61360 0.00000 0.00007 17822.92597 26760.58842 3921977584158.41602 2.00000 2.00000 
20933497.96753 1082953.27123 0.24794 8545148.05357 40.60816 0.00000 0.00007 17820.53828 26757.00338 3921977584158.41602 2.00000 2.00000 
20934497.96753 1082754.21809 0.24789 8543577.40537 40.60069 0.00000 0.00007 17817.26276 26752.08529 3921977584158.41602 2.00000 2.00000 
20935497.96753 1082555.16494 0.24785 8542006.75718 40.59323 0.00000 0.00007 17813.98724 26747.16719 3921977584158.41602 2.00000 2.00000 
20936497.96753 1082356.11180 0.24780 8540436.10899 40.58576 0.00000 0.00007 17810.71173 26742.24910 3921977584158.41602 2.00000 2.00000 
20937497.96753 1082157.05865 0.24776 8538865.46080 40.57830 0.00000 0.00007 17807.43621 26737.33101 3921977584158.41602 2.00000 2.00000 
20938497.96753 1081958.00551 0.24771 8537294.81261 40.57084 0.00000 0.00007 17804.16069 26732.41291 3921977584158.41602 2.00000 2.00000 
20939497.96753 1081758.95236 0.24767 8535724.16442 40.56337 0.00000 0.00007 17800.88517 26727.49482 3921977584158.41602 2.00000 2.00000 
